location,lat,long,alt,year,bloom_date,bloom_doy
South Korea/Sokcho,38.25085,128.56472,18.06,1980,4/21/80,112
South Korea/Sokcho,38.25085,128.56472,18.06,1981,4/19/81,109
South Korea/Sokcho,38.25085,128.56472,18.06,1982,4/12/82,102
South Korea/Sokcho,38.25085,128.56472,18.06,1983,4/18/83,108
South Korea/Sokcho,38.25085,128.56472,18.06,1984,5/7/84,128
South Korea/Sokcho,38.25085,128.56472,18.06,1985,4/22/85,112
South Korea/Sokcho,38.25085,128.56472,18.06,1986,4/23/86,113
South Korea/Sokcho,38.25085,128.56472,18.06,1987,4/17/87,107
South Korea/Sokcho,38.25085,128.56472,18.06,1988,4/18/88,109
South Korea/Sokcho,38.25085,128.56472,18.06,1989,4/3/89,93
South Korea/Sokcho,38.25085,128.56472,18.06,1990,4/12/90,102
South Korea/Sokcho,38.25085,128.56472,18.06,1991,4/22/91,112
South Korea/Sokcho,38.25085,128.56472,18.06,1992,4/11/92,102
South Korea/Sokcho,38.25085,128.56472,18.06,1993,4/12/93,102
South Korea/Sokcho,38.25085,128.56472,18.06,1994,4/19/94,109
South Korea/Sokcho,38.25085,128.56472,18.06,1995,4/21/95,111
South Korea/Sokcho,38.25085,128.56472,18.06,1996,4/23/96,114
South Korea/Sokcho,38.25085,128.56472,18.06,2004,4/8/04,99
South Korea/Daegwallyeong,37.67713,128.71833,772.57,1982,5/12/82,132
South Korea/Daegwallyeong,37.67713,128.71833,772.57,1989,6/15/89,166
South Korea/Daegwallyeong,37.67713,128.71833,772.57,1990,5/25/90,145
South Korea/Daegwallyeong,37.67713,128.71833,772.57,1991,5/21/91,141
South Korea/Daegwallyeong,37.67713,128.71833,772.57,1992,5/2/92,123
South Korea/Daegwallyeong,37.67713,128.71833,772.57,1993,5/15/93,135
South Korea/Daegwallyeong,37.67713,128.71833,772.57,1994,5/5/94,125
South Korea/Chuncheon,37.90256,127.7357,76.47,1980,4/25/80,116
South Korea/Chuncheon,37.90256,127.7357,76.47,1981,4/11/81,101
South Korea/Chuncheon,37.90256,127.7357,76.47,1982,4/24/82,114
South Korea/Chuncheon,37.90256,127.7357,76.47,1983,4/17/83,107
South Korea/Chuncheon,37.90256,127.7357,76.47,1984,4/25/84,116
South Korea/Chuncheon,37.90256,127.7357,76.47,1985,4/21/85,111
South Korea/Chuncheon,37.90256,127.7357,76.47,1986,4/17/86,107
South Korea/Chuncheon,37.90256,127.7357,76.47,1987,4/18/87,108
South Korea/Chuncheon,37.90256,127.7357,76.47,1988,4/21/88,112
South Korea/Chuncheon,37.90256,127.7357,76.47,1989,4/14/89,104
South Korea/Chuncheon,37.90256,127.7357,76.47,1990,4/12/90,102
South Korea/Chuncheon,37.90256,127.7357,76.47,1991,4/18/91,108
South Korea/Chuncheon,37.90256,127.7357,76.47,1992,4/9/92,100
South Korea/Chuncheon,37.90256,127.7357,76.47,1993,4/2/93,92
South Korea/Chuncheon,37.90256,127.7357,76.47,1994,4/11/94,101
South Korea/Chuncheon,37.90256,127.7357,76.47,2011,4/2/11,92
South Korea/Chuncheon,37.90256,127.7357,76.47,2012,4/18/12,109
South Korea/Chuncheon,37.90256,127.7357,76.47,2014,4/4/14,94
South Korea/Chuncheon,37.90256,127.7357,76.47,2015,4/1/15,91
South Korea/Chuncheon,37.90256,127.7357,76.47,2016,4/7/16,98
South Korea/Gangneung,37.75147,128.89098,26.04,1980,4/17/80,108
South Korea/Gangneung,37.75147,128.89098,26.04,1981,4/14/81,104
South Korea/Gangneung,37.75147,128.89098,26.04,1982,4/12/82,102
South Korea/Gangneung,37.75147,128.89098,26.04,1983,4/16/83,106
South Korea/Gangneung,37.75147,128.89098,26.04,1984,5/1/84,122
South Korea/Gangneung,37.75147,128.89098,26.04,1985,4/22/85,112
South Korea/Gangneung,37.75147,128.89098,26.04,1986,4/14/86,104
South Korea/Gangneung,37.75147,128.89098,26.04,1987,4/15/87,105
South Korea/Gangneung,37.75147,128.89098,26.04,1988,4/17/88,108
South Korea/Gangneung,37.75147,128.89098,26.04,1989,4/9/89,99
South Korea/Gangneung,37.75147,128.89098,26.04,1990,4/7/90,97
South Korea/Gangneung,37.75147,128.89098,26.04,1991,4/15/91,105
South Korea/Gangneung,37.75147,128.89098,26.04,1992,4/5/92,96
South Korea/Gangneung,37.75147,128.89098,26.04,1993,4/8/93,98
South Korea/Gangneung,37.75147,128.89098,26.04,1994,4/11/94,101
South Korea/Seoul,37.57142,126.9658,85.67,1980,4/18/80,109
South Korea/Seoul,37.57142,126.9658,85.67,1981,4/15/81,105
South Korea/Seoul,37.57142,126.9658,85.67,1982,4/13/82,103
South Korea/Seoul,37.57142,126.9658,85.67,1983,4/1/83,91
South Korea/Seoul,37.57142,126.9658,85.67,1984,4/21/84,112
South Korea/Seoul,37.57142,126.9658,85.67,1985,4/16/85,106
South Korea/Seoul,37.57142,126.9658,85.67,1986,4/19/86,109
South Korea/Seoul,37.57142,126.9658,85.67,1987,4/18/87,108
South Korea/Seoul,37.57142,126.9658,85.67,1988,4/16/88,107
South Korea/Seoul,37.57142,126.9658,85.67,1989,4/1/89,91
South Korea/Seoul,37.57142,126.9658,85.67,1990,4/1/90,91
South Korea/Seoul,37.57142,126.9658,85.67,1991,4/12/91,102
South Korea/Seoul,37.57142,126.9658,85.67,1992,4/6/92,97
South Korea/Seoul,37.57142,126.9658,85.67,1993,4/18/93,108
South Korea/Seoul,37.57142,126.9658,85.67,1994,4/13/94,103
South Korea/Seoul,37.57142,126.9658,85.67,1995,4/16/95,106
South Korea/Seoul,37.57142,126.9658,85.67,1996,4/24/96,115
South Korea/Seoul,37.57142,126.9658,85.67,2013,4/18/13,108
South Korea/Seoul,37.57142,126.9658,85.67,2014,3/31/14,90
South Korea/Seoul,37.57142,126.9658,85.67,2015,4/6/15,96
South Korea/Seoul,37.57142,126.9658,85.67,2016,4/5/16,96
South Korea/Seoul,37.57142,126.9658,85.67,2017,4/1/17,91
South Korea/Seoul,37.57142,126.9658,85.67,2018,4/4/18,94
South Korea/Seoul,37.57142,126.9658,85.67,2019,4/8/19,98
South Korea/Seoul,37.57142,126.9658,85.67,2020,4/1/20,92
South Korea/Incheon,37.47772,126.6249,68.99,1980,4/27/80,118
South Korea/Incheon,37.47772,126.6249,68.99,1981,4/2/81,92
South Korea/Incheon,37.47772,126.6249,68.99,1982,4/21/82,111
South Korea/Incheon,37.47772,126.6249,68.99,1983,4/12/83,102
South Korea/Incheon,37.47772,126.6249,68.99,1985,4/26/85,116
South Korea/Incheon,37.47772,126.6249,68.99,1986,4/27/86,117
South Korea/Incheon,37.47772,126.6249,68.99,1987,4/22/87,112
South Korea/Incheon,37.47772,126.6249,68.99,1988,4/22/88,113
South Korea/Incheon,37.47772,126.6249,68.99,1989,4/13/89,103
South Korea/Incheon,37.47772,126.6249,68.99,1990,4/18/90,108
South Korea/Incheon,37.47772,126.6249,68.99,1991,4/13/91,103
South Korea/Incheon,37.47772,126.6249,68.99,1992,4/7/92,98
South Korea/Incheon,37.47772,126.6249,68.99,1993,4/25/93,115
South Korea/Incheon,37.47772,126.6249,68.99,1994,4/16/94,106
South Korea/Incheon,37.47772,126.6249,68.99,2015,4/11/15,101
South Korea/Incheon,37.47772,126.6249,68.99,2016,4/11/16,102
South Korea/Incheon,37.47772,126.6249,68.99,2017,4/14/17,104
South Korea/Incheon,37.47772,126.6249,68.99,2018,4/12/18,102
South Korea/Incheon,37.47772,126.6249,68.99,2019,4/15/19,105
South Korea/Incheon,37.47772,126.6249,68.99,2020,4/6/20,97
South Korea/Wonju,37.33756,127.9466,148.6,1980,4/21/80,112
South Korea/Wonju,37.33756,127.9466,148.6,1981,4/2/81,92
South Korea/Wonju,37.33756,127.9466,148.6,1982,4/28/82,118
South Korea/Wonju,37.33756,127.9466,148.6,1983,4/26/83,116
South Korea/Wonju,37.33756,127.9466,148.6,1984,4/23/84,114
South Korea/Wonju,37.33756,127.9466,148.6,1985,4/19/85,109
South Korea/Wonju,37.33756,127.9466,148.6,1986,4/19/86,109
South Korea/Wonju,37.33756,127.9466,148.6,1987,4/22/87,112
South Korea/Wonju,37.33756,127.9466,148.6,1988,4/25/88,116
South Korea/Wonju,37.33756,127.9466,148.6,1989,4/14/89,104
South Korea/Wonju,37.33756,127.9466,148.6,1990,4/1/90,91
South Korea/Wonju,37.33756,127.9466,148.6,1991,4/15/91,105
South Korea/Wonju,37.33756,127.9466,148.6,1992,4/1/92,92
South Korea/Wonju,37.33756,127.9466,148.6,1993,4/19/93,109
South Korea/Wonju,37.33756,127.9466,148.6,1994,4/12/94,102
South Korea/Wonju,37.33756,127.9466,148.6,2005,4/18/05,108
South Korea/Ulleungdo,37.48129,130.89864,222.4,1980,4/25/80,116
South Korea/Ulleungdo,37.48129,130.89864,222.4,1981,4/2/81,92
South Korea/Ulleungdo,37.48129,130.89864,222.4,1982,4/18/82,108
South Korea/Ulleungdo,37.48129,130.89864,222.4,1983,4/18/83,108
South Korea/Ulleungdo,37.48129,130.89864,222.4,1984,4/29/84,120
South Korea/Ulleungdo,37.48129,130.89864,222.4,1985,4/24/85,114
South Korea/Ulleungdo,37.48129,130.89864,222.4,1986,4/2/86,92
South Korea/Ulleungdo,37.48129,130.89864,222.4,1987,4/9/87,99
South Korea/Ulleungdo,37.48129,130.89864,222.4,1988,4/23/88,114
South Korea/Ulleungdo,37.48129,130.89864,222.4,1989,4/14/89,104
South Korea/Ulleungdo,37.48129,130.89864,222.4,1990,4/7/90,97
South Korea/Ulleungdo,37.48129,130.89864,222.4,1991,4/18/91,108
South Korea/Ulleungdo,37.48129,130.89864,222.4,1992,4/12/92,103
South Korea/Ulleungdo,37.48129,130.89864,222.4,1993,4/9/93,99
South Korea/Ulleungdo,37.48129,130.89864,222.4,1994,4/8/94,98
South Korea/Ulleungdo,37.48129,130.89864,222.4,2005,4/22/05,112
South Korea/Ulleungdo,37.48129,130.89864,222.4,2016,4/6/16,97
South Korea/Ulleungdo,37.48129,130.89864,222.4,2017,4/7/17,97
South Korea/Ulleungdo,37.48129,130.89864,222.4,2018,4/9/18,99
South Korea/Ulleungdo,37.48129,130.89864,222.4,2019,3/26/19,85
South Korea/Ulleungdo,37.48129,130.89864,222.4,2020,3/31/20,91
South Korea/Suwon,37.27226,126.98533,34.84,1980,4/19/80,110
South Korea/Suwon,37.27226,126.98533,34.84,1981,4/22/81,112
South Korea/Suwon,37.27226,126.98533,34.84,1982,4/15/82,105
South Korea/Suwon,37.27226,126.98533,34.84,1983,4/14/83,104
South Korea/Suwon,37.27226,126.98533,34.84,1984,4/24/84,115
South Korea/Suwon,37.27226,126.98533,34.84,1985,4/21/85,111
South Korea/Suwon,37.27226,126.98533,34.84,1986,4/2/86,92
South Korea/Suwon,37.27226,126.98533,34.84,1987,4/18/87,108
South Korea/Suwon,37.27226,126.98533,34.84,1988,4/21/88,112
South Korea/Suwon,37.27226,126.98533,34.84,1989,4/9/89,99
South Korea/Suwon,37.27226,126.98533,34.84,1990,4/12/90,102
South Korea/Suwon,37.27226,126.98533,34.84,1991,4/15/91,105
South Korea/Suwon,37.27226,126.98533,34.84,1992,4/6/92,97
South Korea/Suwon,37.27226,126.98533,34.84,1993,4/19/93,109
South Korea/Suwon,37.27226,126.98533,34.84,1994,4/14/94,104
South Korea/Suwon,37.27226,126.98533,34.84,1995,4/18/95,108
South Korea/Suwon,37.27226,126.98533,34.84,2015,4/9/15,99
South Korea/Suwon,37.27226,126.98533,34.84,2016,4/6/16,97
South Korea/Suwon,37.27226,126.98533,34.84,2017,4/1/17,91
South Korea/Suwon,37.27226,126.98533,34.84,2018,4/3/18,93
South Korea/Suwon,37.27226,126.98533,34.84,2019,4/1/19,91
South Korea/Suwon,37.27226,126.98533,34.84,2020,4/5/20,96
South Korea/Chungju,36.97038,127.95266,116.3,1980,4/19/80,110
South Korea/Chungju,36.97038,127.95266,116.3,1981,4/17/81,107
South Korea/Chungju,36.97038,127.95266,116.3,1982,4/15/82,105
South Korea/Chungju,36.97038,127.95266,116.3,1983,4/19/83,109
South Korea/Chungju,36.97038,127.95266,116.3,1984,4/25/84,116
South Korea/Chungju,36.97038,127.95266,116.3,1985,4/17/85,107
South Korea/Chungju,36.97038,127.95266,116.3,1986,4/2/86,92
South Korea/Chungju,36.97038,127.95266,116.3,1987,4/21/87,111
South Korea/Chungju,36.97038,127.95266,116.3,1988,4/22/88,113
South Korea/Chungju,36.97038,127.95266,116.3,1989,4/7/89,97
South Korea/Chungju,36.97038,127.95266,116.3,1990,4/13/90,103
South Korea/Chungju,36.97038,127.95266,116.3,1991,4/14/91,104
South Korea/Chungju,36.97038,127.95266,116.3,1992,4/6/92,97
South Korea/Chungju,36.97038,127.95266,116.3,1993,4/18/93,108
South Korea/Chungju,36.97038,127.95266,116.3,1994,4/12/94,102
South Korea/Chungju,36.97038,127.95266,116.3,2015,4/1/15,91
South Korea/Seosan,36.77661,126.49391,25.86,1980,4/19/80,110
South Korea/Seosan,36.77661,126.49391,25.86,1981,4/17/81,107
South Korea/Seosan,36.77661,126.49391,25.86,1982,4/16/82,106
South Korea/Seosan,36.77661,126.49391,25.86,1983,4/15/83,105
South Korea/Seosan,36.77661,126.49391,25.86,1984,4/25/84,116
South Korea/Seosan,36.77661,126.49391,25.86,1985,4/2/85,92
South Korea/Seosan,36.77661,126.49391,25.86,1986,4/21/86,111
South Korea/Seosan,36.77661,126.49391,25.86,1987,4/18/87,108
South Korea/Seosan,36.77661,126.49391,25.86,1988,4/22/88,113
South Korea/Seosan,36.77661,126.49391,25.86,1989,4/14/89,104
South Korea/Seosan,36.77661,126.49391,25.86,1990,4/17/90,107
South Korea/Seosan,36.77661,126.49391,25.86,1991,4/18/91,108
South Korea/Seosan,36.77661,126.49391,25.86,1992,4/9/92,100
South Korea/Seosan,36.77661,126.49391,25.86,1993,4/2/93,92
South Korea/Seosan,36.77661,126.49391,25.86,1994,4/15/94,105
South Korea/Seosan,36.77661,126.49391,25.86,2015,4/1/15,91
South Korea/Seosan,36.77661,126.49391,25.86,2016,4/9/16,100
South Korea/Seosan,36.77661,126.49391,25.86,2017,4/12/17,102
South Korea/Uljin,36.99176,129.41278,50,1980,4/23/80,114
South Korea/Uljin,36.99176,129.41278,50,1981,4/17/81,107
South Korea/Uljin,36.99176,129.41278,50,1982,4/11/82,101
South Korea/Uljin,36.99176,129.41278,50,1983,4/17/83,107
South Korea/Uljin,36.99176,129.41278,50,1984,4/26/84,117
South Korea/Uljin,36.99176,129.41278,50,1985,4/2/85,92
South Korea/Uljin,36.99176,129.41278,50,1986,4/16/86,106
South Korea/Uljin,36.99176,129.41278,50,1987,4/11/87,101
South Korea/Uljin,36.99176,129.41278,50,1988,4/2/88,93
South Korea/Uljin,36.99176,129.41278,50,1989,4/8/89,98
South Korea/Uljin,36.99176,129.41278,50,1990,4/5/90,95
South Korea/Uljin,36.99176,129.41278,50,1991,4/19/91,109
South Korea/Uljin,36.99176,129.41278,50,1992,4/9/92,100
South Korea/Uljin,36.99176,129.41278,50,1993,4/4/93,94
South Korea/Uljin,36.99176,129.41278,50,1994,4/1/94,91
South Korea/Uljin,36.99176,129.41278,50,2015,4/3/15,93
South Korea/Cheongju,36.63924,127.44066,58.7,1980,4/17/80,108
South Korea/Cheongju,36.63924,127.44066,58.7,1981,4/13/81,103
South Korea/Cheongju,36.63924,127.44066,58.7,1982,4/9/82,99
South Korea/Cheongju,36.63924,127.44066,58.7,1983,4/12/83,102
South Korea/Cheongju,36.63924,127.44066,58.7,1984,4/24/84,115
South Korea/Cheongju,36.63924,127.44066,58.7,1985,4/16/85,106
South Korea/Cheongju,36.63924,127.44066,58.7,1986,4/15/86,105
South Korea/Cheongju,36.63924,127.44066,58.7,1987,4/18/87,108
South Korea/Cheongju,36.63924,127.44066,58.7,1988,4/17/88,108
South Korea/Cheongju,36.63924,127.44066,58.7,1989,4/1/89,91
South Korea/Cheongju,36.63924,127.44066,58.7,1990,4/1/90,91
South Korea/Cheongju,36.63924,127.44066,58.7,1991,4/14/91,104
South Korea/Cheongju,36.63924,127.44066,58.7,1992,4/5/92,96
South Korea/Cheongju,36.63924,127.44066,58.7,1993,4/17/93,107
South Korea/Cheongju,36.63924,127.44066,58.7,1994,4/9/94,99
South Korea/Cheongju,36.63924,127.44066,58.7,2015,4/4/15,94
South Korea/Cheongju,36.63924,127.44066,58.7,2016,4/3/16,94
South Korea/Cheongju,36.63924,127.44066,58.7,2017,4/7/17,97
South Korea/Cheongju,36.63924,127.44066,58.7,2018,4/3/18,93
South Korea/Cheongju,36.63924,127.44066,58.7,2019,4/6/19,96
South Korea/Cheongju,36.63924,127.44066,58.7,2020,3/29/20,89
South Korea/Daejeon,36.372,127.37212,68.9,1980,4/12/80,103
South Korea/Daejeon,36.372,127.37212,68.9,1981,4/13/81,103
South Korea/Daejeon,36.372,127.37212,68.9,1982,4/6/82,96
South Korea/Daejeon,36.372,127.37212,68.9,1983,4/8/83,98
South Korea/Daejeon,36.372,127.37212,68.9,1984,4/16/84,107
South Korea/Daejeon,36.372,127.37212,68.9,1985,4/11/85,101
South Korea/Daejeon,36.372,127.37212,68.9,1986,4/12/86,102
South Korea/Daejeon,36.372,127.37212,68.9,1987,4/9/87,99
South Korea/Daejeon,36.372,127.37212,68.9,1988,4/13/88,104
South Korea/Daejeon,36.372,127.37212,68.9,1989,4/5/89,95
South Korea/Daejeon,36.372,127.37212,68.9,1990,4/5/90,95
South Korea/Daejeon,36.372,127.37212,68.9,1991,4/11/91,101
South Korea/Daejeon,36.372,127.37212,68.9,1992,4/2/92,93
South Korea/Daejeon,36.372,127.37212,68.9,1993,4/5/93,95
South Korea/Daejeon,36.372,127.37212,68.9,1994,4/7/94,97
South Korea/Daejeon,36.372,127.37212,68.9,1995,4/14/95,104
South Korea/Daejeon,36.372,127.37212,68.9,2015,4/1/15,91
South Korea/Daejeon,36.372,127.37212,68.9,2016,4/2/16,93
South Korea/Daejeon,36.372,127.37212,68.9,2017,4/6/17,96
South Korea/Daejeon,36.372,127.37212,68.9,2018,4/2/18,92
South Korea/Daejeon,36.372,127.37212,68.9,2019,4/6/19,96
South Korea/Daejeon,36.372,127.37212,68.9,2020,3/29/20,89
South Korea/Chupungnyeong,36.22023,127.99457,243.7,1980,4/2/80,93
South Korea/Chupungnyeong,36.22023,127.99457,243.7,1981,4/15/81,105
South Korea/Chupungnyeong,36.22023,127.99457,243.7,1982,4/14/82,104
South Korea/Chupungnyeong,36.22023,127.99457,243.7,1983,4/14/83,104
South Korea/Chupungnyeong,36.22023,127.99457,243.7,1984,4/23/84,114
South Korea/Chupungnyeong,36.22023,127.99457,243.7,1985,4/2/85,92
South Korea/Chupungnyeong,36.22023,127.99457,243.7,1986,4/18/86,108
South Korea/Chupungnyeong,36.22023,127.99457,243.7,1987,4/18/87,108
South Korea/Chupungnyeong,36.22023,127.99457,243.7,1988,4/19/88,110
South Korea/Chupungnyeong,36.22023,127.99457,243.7,1989,4/1/89,91
South Korea/Chupungnyeong,36.22023,127.99457,243.7,1990,4/13/90,103
South Korea/Chupungnyeong,36.22023,127.99457,243.7,1991,4/19/91,109
South Korea/Chupungnyeong,36.22023,127.99457,243.7,1992,4/6/92,97
South Korea/Chupungnyeong,36.22023,127.99457,243.7,1993,4/17/93,107
South Korea/Chupungnyeong,36.22023,127.99457,243.7,1994,4/12/94,102
South Korea/Chupungnyeong,36.22023,127.99457,243.7,2015,4/17/15,107
South Korea/Pohang,36.03201,129.38002,3.94,1980,4/12/80,103
South Korea/Pohang,36.03201,129.38002,3.94,1981,4/15/81,105
South Korea/Pohang,36.03201,129.38002,3.94,1984,4/18/84,109
South Korea/Pohang,36.03201,129.38002,3.94,1985,4/14/85,104
South Korea/Pohang,36.03201,129.38002,3.94,1986,4/9/86,99
South Korea/Pohang,36.03201,129.38002,3.94,1987,4/1/87,91
South Korea/Pohang,36.03201,129.38002,3.94,1988,4/13/88,104
South Korea/Pohang,36.03201,129.38002,3.94,1989,4/3/89,93
South Korea/Pohang,36.03201,129.38002,3.94,1990,4/2/90,92
South Korea/Pohang,36.03201,129.38002,3.94,1991,4/15/91,105
South Korea/Pohang,36.03201,129.38002,3.94,1992,4/3/92,94
South Korea/Pohang,36.03201,129.38002,3.94,1993,4/11/93,101
South Korea/Pohang,36.03201,129.38002,3.94,1994,4/1/94,91
South Korea/Pohang,36.03201,129.38002,3.94,2015,4/1/15,91
South Korea/Pohang,36.03201,129.38002,3.94,2016,3/31/16,91
South Korea/Pohang,36.03201,129.38002,3.94,2017,3/31/17,90
South Korea/Pohang,36.03201,129.38002,3.94,2018,3/29/18,88
South Korea/Pohang,36.03201,129.38002,3.94,2019,3/27/19,86
South Korea/Pohang,36.03201,129.38002,3.94,2020,3/26/20,86
South Korea/Gunsan,36.0053,126.76135,23.2,1980,4/22/80,113
South Korea/Gunsan,36.0053,126.76135,23.2,1981,4/2/81,92
South Korea/Gunsan,36.0053,126.76135,23.2,1982,4/2/82,92
South Korea/Gunsan,36.0053,126.76135,23.2,1983,4/16/83,106
South Korea/Gunsan,36.0053,126.76135,23.2,1984,4/23/84,114
South Korea/Gunsan,36.0053,126.76135,23.2,1985,4/2/85,92
South Korea/Gunsan,36.0053,126.76135,23.2,1986,4/22/86,112
South Korea/Gunsan,36.0053,126.76135,23.2,1988,4/21/88,112
South Korea/Gunsan,36.0053,126.76135,23.2,1989,4/14/89,104
South Korea/Gunsan,36.0053,126.76135,23.2,1990,4/12/90,102
South Korea/Gunsan,36.0053,126.76135,23.2,1991,4/19/91,109
South Korea/Gunsan,36.0053,126.76135,23.2,1992,4/8/92,99
South Korea/Gunsan,36.0053,126.76135,23.2,1993,4/18/93,108
South Korea/Gunsan,36.0053,126.76135,23.2,1994,4/17/94,107
South Korea/Gunsan,36.0053,126.76135,23.2,2015,4/9/15,99
South Korea/Daegu,35.87797,128.65295,53.5,1980,4/11/80,102
South Korea/Daegu,35.87797,128.65295,53.5,1981,4/9/81,99
South Korea/Daegu,35.87797,128.65295,53.5,1982,3/31/82,90
South Korea/Daegu,35.87797,128.65295,53.5,1983,4/7/83,97
South Korea/Daegu,35.87797,128.65295,53.5,1984,4/14/84,105
South Korea/Daegu,35.87797,128.65295,53.5,1985,4/9/85,99
South Korea/Daegu,35.87797,128.65295,53.5,1986,4/1/86,91
South Korea/Daegu,35.87797,128.65295,53.5,1987,4/5/87,95
South Korea/Daegu,35.87797,128.65295,53.5,1988,4/12/88,103
South Korea/Daegu,35.87797,128.65295,53.5,1989,4/3/89,93
South Korea/Daegu,35.87797,128.65295,53.5,1990,3/3/90,62
South Korea/Daegu,35.87797,128.65295,53.5,1991,4/9/91,99
South Korea/Daegu,35.87797,128.65295,53.5,1992,4/3/92,94
South Korea/Daegu,35.87797,128.65295,53.5,1993,4/4/93,94
South Korea/Daegu,35.87797,128.65295,53.5,1994,4/6/94,96
South Korea/Daegu,35.87797,128.65295,53.5,1995,4/8/95,98
South Korea/Daegu,35.87797,128.65295,53.5,2015,4/1/15,91
South Korea/Daegu,35.87797,128.65295,53.5,2016,3/31/16,91
South Korea/Daegu,35.87797,128.65295,53.5,2017,4/2/17,92
South Korea/Daegu,35.87797,128.65295,53.5,2018,3/29/18,88
South Korea/Daegu,35.87797,128.65295,53.5,2019,3/26/19,85
South Korea/Daegu,35.87797,128.65295,53.5,2020,3/27/20,87
